Date,State,Vehicle_Category,EV_Sales_Quantity
2024-07-18,Meghalaya,3-Wheelers,21
2024-07-18,Meghalaya,4-Wheelers,0
2024-07-18,Meghalaya,Bus,3
2024-07-18,Meghalaya,Others,4
2024-07-18,Mizoram,2-Wheelers,42
2024-07-18,Mizoram,3-Wheelers,23
2024-07-18,Mizoram,4-Wheelers,0
2024-07-18,Mizoram,Bus,1
2024-07-18,Mizoram,Others,7
2024-07-18,Nagaland,2-Wheelers,0
2024-07-18,Nagaland,3-Wheelers,20
2024-07-18,Nagaland,4-Wheelers,0
2024-07-18,Nagaland,Bus,0
2024-07-18,Nagaland,Others,7
2024-07-18,Odisha,2-Wheelers,37
2024-07-18,Odisha,3-Wheelers,0
2024-07-18,Odisha,4-Wheelers,0
2024-07-18,Odisha,Bus,1
2024-07-18,Odisha,Others,9
2024-07-18,Puducherry,2-Wheelers,72
2024-07-18,Puducherry,3-Wheelers,10
2024-07-18,Puducherry,4-Wheelers,14
2024-07-18,Puducherry,Bus,2
2024-07-18,Puducherry,Others,3
2024-07-18,Punjab,2-Wheelers,0
2024-07-18,Punjab,3-Wheelers,0
2024-07-18,Punjab,4-Wheelers,17
2024-07-18,Punjab,Bus,3
2024-07-18,Punjab,Others,6
2024-07-18,Rajasthan,2-Wheelers,67
2024-07-18,Rajasthan,3-Wheelers,10
2024-07-18,Rajasthan,4-Wheelers,11
2024-07-18,Rajasthan,Bus,3
2024-07-18,Rajasthan,Others,0
2024-07-18,Sikkim,2-Wheelers,71
2024-07-18,Sikkim,3-Wheelers,16
2024-07-18,Sikkim,4-Wheelers,14
2024-07-18,Sikkim,Bus,0
2024-07-18,Sikkim,Others,0
2024-07-18,Tamil Nadu,2-Wheelers,106
2024-07-18,Tamil Nadu,3-Wheelers,0
2024-07-18,Tamil Nadu,4-Wheelers,0
2024-07-18,Tamil Nadu,Bus,4
2024-07-18,Tamil Nadu,Others,10
2024-07-18,Telangana,2-Wheelers,85
2024-07-18,Telangana,3-Wheelers,16
2024-07-18,Telangana,4-Wheelers,8
2024-07-18,Telangana,Bus,0
2024-07-18,Telangana,Others,3
2024-07-18,Tripura,2-Wheelers,82
2024-07-18,Tripura,3-Wheelers,0
2024-07-18,Tripura,4-Wheelers,15
2024-07-18,Tripura,Bus,0
2024-07-18,Tripura,Others,0
2024-07-18,Uttar Pradesh,2-Wheelers,67
2024-07-18,Uttar Pradesh,3-Wheelers,20
2024-07-18,Uttar Pradesh,4-Wheelers,14
2024-07-18,Uttar Pradesh,Bus,3
2024-07-18,Uttar Pradesh,Others,8
2024-07-18,Uttarakhand,2-Wheelers,68
2024-07-18,Uttarakhand,3-Wheelers,0
2024-07-18,Uttarakhand,4-Wheelers,11
2024-07-18,Uttarakhand,Bus,3
2024-07-18,Uttarakhand,Others,4
2024-07-18,West Bengal,2-Wheelers,0
2024-07-18,West Bengal,3-Wheelers,10
2024-07-18,West Bengal,4-Wheelers,14
2024-07-18,West Bengal,Bus,3
2024-07-18,West Bengal,Others,6
2024-07-19,Andhra Pradesh,2-Wheelers,41
2024-07-19,Andhra Pradesh,3-Wheelers,22
2024-07-19,Andhra Pradesh,4-Wheelers,0
2024-07-19,Andhra Pradesh,Bus,2
2024-07-19,Andhra Pradesh,Others,0
2024-07-19,Arunachal Pradesh,2-Wheelers,42
2024-07-19,Arunachal Pradesh,3-Wheelers,12
2024-07-19,Arunachal Pradesh,4-Wheelers,0
2024-07-19,Arunachal Pradesh,Bus,2
2024-07-19,Arunachal Pradesh,Others,0
2024-07-19,Assam,2-Wheelers,84
2024-07-19,Assam,3-Wheelers,0
2024-07-19,Assam,4-Wheelers,0
2024-07-19,Assam,Bus,0
2024-07-19,Assam,Others,7
2024-07-19,Bihar,2-Wheelers,35
2024-07-19,Bihar,3-Wheelers,0
2024-07-19,Bihar,4-Wheelers,0
2024-07-19,Bihar,Bus,1
2024-07-19,Bihar,Others,0
2024-07-19,Chandigarh,2-Wheelers,82
2024-07-19,Chandigarh,3-Wheelers,15
2024-07-19,Chandigarh,4-Wheelers,6
2024-07-19,Chandigarh,Bus,1
2024-07-19,Chandigarh,Others,3
2024-07-19,Chhattisgarh,2-Wheelers,36
2024-07-19,Chhattisgarh,3-Wheelers,11
2024-07-19,Chhattisgarh,4-Wheelers,12
2024-07-19,Chhattisgarh,Bus,1
2024-07-19,Chhattisgarh,Others,9
2024-07-19,Delhi,2-Wheelers,110
2024-07-19,Delhi,3-Wheelers,26
2024-07-19,Delhi,4-Wheelers,0
2024-07-19,Delhi,Bus,4
2024-07-19,Delhi,Others,0
2024-07-19,Goa,2-Wheelers,52
2024-07-19,Goa,3-Wheelers,14
2024-07-19,Goa,4-Wheelers,14
2024-07-19,Goa,Bus,2
2024-07-19,Goa,Others,4
2024-07-19,Gujarat,2-Wheelers,48
2024-07-19,Gujarat,3-Wheelers,34
2024-07-19,Gujarat,4-Wheelers,0
2024-07-19,Gujarat,Bus,4
2024-07-19,Gujarat,Others,0
2024-07-19,Haryana,2-Wheelers,0
2024-07-19,Haryana,3-Wheelers,23
2024-07-19,Haryana,4-Wheelers,0
2024-07-19,Haryana,Bus,3
2024-07-19,Haryana,Others,3
2024-07-19,Himachal Pradesh,2-Wheelers,86
2024-07-19,Himachal Pradesh,3-Wheelers,14
2024-07-19,Himachal Pradesh,4-Wheelers,0
2024-07-19,Himachal Pradesh,Bus,3
2024-07-19,Himachal Pradesh,Others,0
2024-07-19,Jharkhand,2-Wheelers,0
2024-07-19,Jharkhand,3-Wheelers,25
2024-07-19,Jharkhand,4-Wheelers,6
2024-07-19,Jharkhand,Bus,2
2024-07-19,Jharkhand,Others,0
2024-07-19,Karnataka,2-Wheelers,141
2024-07-19,Karnataka,3-Wheelers,26
2024-07-19,Karnataka,4-Wheelers,0
2024-07-19,Karnataka,Bus,0
2024-07-19,Karnataka,Others,5
2024-07-19,Kerala,2-Wheelers,62
2024-07-19,Kerala,3-Wheelers,15
2024-07-19,Kerala,4-Wheelers,9
2024-07-19,Kerala,Bus,0
2024-07-19,Kerala,Others,0
2024-07-19,Madhya Pradesh,2-Wheelers,68
2024-07-19,Madhya Pradesh,3-Wheelers,12
2024-07-19,Madhya Pradesh,4-Wheelers,0
2024-07-19,Madhya Pradesh,Bus,3
2024-07-19,Madhya Pradesh,Others,0
2024-07-19,Maharashtra,2-Wheelers,120
2024-07-19,Maharashtra,3-Wheelers,20
2024-07-19,Maharashtra,4-Wheelers,0
2024-07-19,Maharashtra,Bus,6
2024-07-19,Maharashtra,Others,13
2024-07-19,Manipur,2-Wheelers,74
2024-07-19,Manipur,3-Wheelers,19
2024-07-19,Manipur,4-Wheelers,18
2024-07-19,Manipur,Bus,1
2024-07-19,Manipur,Others,0
2024-07-19,Meghalaya,2-Wheelers,0
2024-07-19,Meghalaya,3-Wheelers,0
2024-07-19,Meghalaya,4-Wheelers,16
2024-07-19,Meghalaya,Bus,2
2024-07-19,Meghalaya,Others,9
2024-07-19,Mizoram,2-Wheelers,47
2024-07-19,Mizoram,3-Wheelers,22
2024-07-19,Mizoram,4-Wheelers,11
2024-07-19,Mizoram,Bus,1
2024-07-19,Mizoram,Others,0
2024-07-19,Nagaland,2-Wheelers,85
2024-07-19,Nagaland,3-Wheelers,11
2024-07-19,Nagaland,4-Wheelers,17
2024-07-19,Nagaland,Bus,1
2024-07-19,Nagaland,Others,7
2024-07-19,Odisha,2-Wheelers,0
2024-07-19,Odisha,3-Wheelers,12
2024-07-19,Odisha,4-Wheelers,10
2024-07-19,Odisha,Bus,3
2024-07-19,Odisha,Others,0
2024-07-19,Puducherry,2-Wheelers,0
2024-07-19,Puducherry,3-Wheelers,0
2024-07-19,Puducherry,4-Wheelers,0
2024-07-19,Puducherry,Bus,2
2024-07-19,Puducherry,Others,0
2024-07-19,Punjab,2-Wheelers,0
2024-07-19,Punjab,3-Wheelers,9
2024-07-19,Punjab,4-Wheelers,0
2024-07-19,Punjab,Bus,1
2024-07-19,Punjab,Others,6
2024-07-19,Rajasthan,2-Wheelers,0
2024-07-19,Rajasthan,3-Wheelers,13
2024-07-19,Rajasthan,4-Wheelers,0
2024-07-19,Rajasthan,Bus,0
2024-07-19,Rajasthan,Others,0
2024-07-19,Sikkim,2-Wheelers,60
2024-07-19,Sikkim,3-Wheelers,22
2024-07-19,Sikkim,4-Wheelers,16
2024-07-19,Sikkim,Bus,0
2024-07-19,Sikkim,Others,8
2024-07-19,Tamil Nadu,2-Wheelers,0
2024-07-19,Tamil Nadu,3-Wheelers,0
2024-07-19,Tamil Nadu,4-Wheelers,18
2024-07-19,Tamil Nadu,Bus,2
2024-07-19,Tamil Nadu,Others,10
2024-07-19,Telangana,2-Wheelers,84
2024-07-19,Telangana,3-Wheelers,15
2024-07-19,Telangana,4-Wheelers,9
2024-07-19,Telangana,Bus,2
2024-07-19,Telangana,Others,6
2024-07-19,Tripura,2-Wheelers,0
2024-07-19,Tripura,3-Wheelers,0
2024-07-19,Tripura,4-Wheelers,12
2024-07-19,Tripura,Bus,2
2024-07-19,Tripura,Others,9
2024-07-19,Uttar Pradesh,2-Wheelers,0
2024-07-19,Uttar Pradesh,3-Wheelers,18
2024-07-19,Uttar Pradesh,4-Wheelers,0
2024-07-19,Uttar Pradesh,Bus,0
2024-07-19,Uttar Pradesh,Others,7
2024-07-19,Uttarakhand,2-Wheelers,60
2024-07-19,Uttarakhand,3-Wheelers,22
2024-07-19,Uttarakhand,4-Wheelers,14
2024-07-19,Uttarakhand,Bus,2
2024-07-19,Uttarakhand,Others,8
2024-07-19,West Bengal,2-Wheelers,79
2024-07-19,West Bengal,3-Wheelers,0
2024-07-19,West Bengal,4-Wheelers,8
2024-07-19,West Bengal,Bus,3
2024-07-19,West Bengal,Others,8
2024-07-20,Andhra Pradesh,2-Wheelers,79
2024-07-20,Andhra Pradesh,3-Wheelers,17
2024-07-20,Andhra Pradesh,4-Wheelers,18
2024-07-20,Andhra Pradesh,Bus,0
2024-07-20,Andhra Pradesh,Others,0
2024-07-20,Arunachal Pradesh,2-Wheelers,38
2024-07-20,Arunachal Pradesh,3-Wheelers,0
2024-07-20,Arunachal Pradesh,4-Wheelers,16
2024-07-20,Arunachal Pradesh,Bus,3
2024-07-20,Arunachal Pradesh,Others,8
2024-07-20,Assam,2-Wheelers,75
2024-07-20,Assam,3-Wheelers,20
2024-07-20,Assam,4-Wheelers,0
2024-07-20,Assam,Bus,2
2024-07-20,Assam,Others,7
2024-07-20,Bihar,2-Wheelers,89
2024-07-20,Bihar,3-Wheelers,14
2024-07-20,Bihar,4-Wheelers,15
2024-07-20,Bihar,Bus,0
2024-07-20,Bihar,Others,0
2024-07-20,Chandigarh,2-Wheelers,59
2024-07-20,Chandigarh,3-Wheelers,18
2024-07-20,Chandigarh,4-Wheelers,7
2024-07-20,Chandigarh,Bus,3
2024-07-20,Chandigarh,Others,3
2024-07-20,Chhattisgarh,2-Wheelers,84
2024-07-20,Chhattisgarh,3-Wheelers,0
2024-07-20,Chhattisgarh,4-Wheelers,0
2024-07-20,Chhattisgarh,Bus,0
2024-07-20,Chhattisgarh,Others,8
2024-07-20,Delhi,2-Wheelers,105
2024-07-20,Delhi,3-Wheelers,26
2024-07-20,Delhi,4-Wheelers,19
2024-07-20,Delhi,Bus,0
2024-07-20,Delhi,Others,0
2024-07-20,Goa,2-Wheelers,48
2024-07-20,Goa,3-Wheelers,10
2024-07-20,Goa,4-Wheelers,9
2024-07-20,Goa,Bus,0
2024-07-20,Goa,Others,8
2024-07-20,Gujarat,2-Wheelers,0
2024-07-20,Gujarat,3-Wheelers,35
2024-07-20,Gujarat,4-Wheelers,10
2024-07-20,Gujarat,Bus,5
2024-07-20,Gujarat,Others,13
2024-07-20,Haryana,2-Wheelers,0
2024-07-20,Haryana,3-Wheelers,20
2024-07-20,Haryana,4-Wheelers,7
2024-07-20,Haryana,Bus,0
2024-07-20,Haryana,Others,4
2024-07-20,Himachal Pradesh,2-Wheelers,68
2024-07-20,Himachal Pradesh,3-Wheelers,0
2024-07-20,Himachal Pradesh,4-Wheelers,8
2024-07-20,Himachal Pradesh,Bus,3
2024-07-20,Himachal Pradesh,Others,6
2024-07-20,Jharkhand,2-Wheelers,79
2024-07-20,Jharkhand,3-Wheelers,0
2024-07-20,Jharkhand,4-Wheelers,0
2024-07-20,Jharkhand,Bus,3
2024-07-20,Jharkhand,Others,7
2024-07-20,Karnataka,2-Wheelers,82
2024-07-20,Karnataka,3-Wheelers,23
2024-07-20,Karnataka,4-Wheelers,0
2024-07-20,Karnataka,Bus,0
2024-07-20,Karnataka,Others,14
2024-07-20,Kerala,2-Wheelers,46
2024-07-20,Kerala,3-Wheelers,18
2024-07-20,Kerala,4-Wheelers,8
2024-07-20,Kerala,Bus,0
2024-07-20,Kerala,Others,8
2024-07-20,Madhya Pradesh,2-Wheelers,0
2024-07-20,Madhya Pradesh,3-Wheelers,15
2024-07-20,Madhya Pradesh,4-Wheelers,0
2024-07-20,Madhya Pradesh,Bus,1
2024-07-20,Madhya Pradesh,Others,0
2024-07-20,Maharashtra,2-Wheelers,83
2024-07-20,Maharashtra,3-Wheelers,19
2024-07-20,Maharashtra,4-Wheelers,22
2024-07-20,Maharashtra,Bus,4
2024-07-20,Maharashtra,Others,5
2024-07-20,Manipur,2-Wheelers,53
2024-07-20,Manipur,3-Wheelers,18
2024-07-20,Manipur,4-Wheelers,0
2024-07-20,Manipur,Bus,1
2024-07-20,Manipur,Others,8
2024-07-20,Meghalaya,2-Wheelers,0
2024-07-20,Meghalaya,3-Wheelers,12
2024-07-20,Meghalaya,4-Wheelers,17
2024-07-20,Meghalaya,Bus,2
2024-07-20,Meghalaya,Others,5
2024-07-20,Mizoram,2-Wheelers,54
2024-07-20,Mizoram,3-Wheelers,0
2024-07-20,Mizoram,4-Wheelers,9
2024-07-20,Mizoram,Bus,1
2024-07-20,Mizoram,Others,8
2024-07-20,Nagaland,2-Wheelers,47
2024-07-20,Nagaland,3-Wheelers,14
2024-07-20,Nagaland,4-Wheelers,0
2024-07-20,Nagaland,Bus,2
2024-07-20,Nagaland,Others,5
2024-07-20,Odisha,2-Wheelers,30
2024-07-20,Odisha,3-Wheelers,9
2024-07-20,Odisha,4-Wheelers,8
2024-07-20,Odisha,Bus,3
2024-07-20,Odisha,Others,6
2024-07-20,Puducherry,2-Wheelers,49
2024-07-20,Puducherry,3-Wheelers,18
2024-07-20,Puducherry,4-Wheelers,0
2024-07-20,Puducherry,Bus,3
2024-07-20,Puducherry,Others,4
2024-07-20,Punjab,2-Wheelers,81
2024-07-20,Punjab,3-Wheelers,23
2024-07-20,Punjab,4-Wheelers,0
2024-07-20,Punjab,Bus,0
2024-07-20,Punjab,Others,0
2024-07-20,Rajasthan,2-Wheelers,0
2024-07-20,Rajasthan,3-Wheelers,25
2024-07-20,Rajasthan,4-Wheelers,0
2024-07-20,Rajasthan,Bus,3
2024-07-20,Rajasthan,Others,5
2024-07-20,Sikkim,2-Wheelers,0
2024-07-20,Sikkim,3-Wheelers,26
2024-07-20,Sikkim,4-Wheelers,10
2024-07-20,Sikkim,Bus,1
2024-07-20,Sikkim,Others,0
2024-07-20,Tamil Nadu,2-Wheelers,103
2024-07-20,Tamil Nadu,3-Wheelers,38
2024-07-20,Tamil Nadu,4-Wheelers,0
2024-07-20,Tamil Nadu,Bus,3
2024-07-20,Tamil Nadu,Others,10
2024-07-20,Telangana,2-Wheelers,0
2024-07-20,Telangana,3-Wheelers,10
2024-07-20,Telangana,4-Wheelers,6
2024-07-20,Telangana,Bus,1
2024-07-20,Telangana,Others,0
2024-07-20,Tripura,2-Wheelers,62
2024-07-20,Tripura,3-Wheelers,0
2024-07-20,Tripura,4-Wheelers,0
2024-07-20,Tripura,Bus,1
2024-07-20,Tripura,Others,8
2024-07-20,Uttar Pradesh,2-Wheelers,107
2024-07-20,Uttar Pradesh,3-Wheelers,0
2024-07-20,Uttar Pradesh,4-Wheelers,0
2024-07-20,Uttar Pradesh,Bus,3
2024-07-20,Uttar Pradesh,Others,0
2024-07-20,Uttarakhand,2-Wheelers,49
2024-07-20,Uttarakhand,3-Wheelers,11
2024-07-20,Uttarakhand,4-Wheelers,0
2024-07-20,Uttarakhand,Bus,0
2024-07-20,Uttarakhand,Others,4
2024-07-20,West Bengal,2-Wheelers,0
2024-07-20,West Bengal,3-Wheelers,26
2024-07-20,West Bengal,4-Wheelers,15
2024-07-20,West Bengal,Bus,1
2024-07-20,West Bengal,Others,7
2024-07-21,Andhra Pradesh,2-Wheelers,84
2024-07-21,Andhra Pradesh,3-Wheelers,16
2024-07-21,Andhra Pradesh,4-Wheelers,14
2024-07-21,Andhra Pradesh,Bus,2
2024-07-21,Andhra Pradesh,Others,7
2024-07-21,Arunachal Pradesh,2-Wheelers,40
2024-07-21,Arunachal Pradesh,3-Wheelers,0
2024-07-21,Arunachal Pradesh,4-Wheelers,7
2024-07-21,Arunachal Pradesh,Bus,1
2024-07-21,Arunachal Pradesh,Others,6
2024-07-21,Assam,2-Wheelers,58
2024-07-21,Assam,3-Wheelers,0
2024-07-21,Assam,4-Wheelers,0
2024-07-21,Assam,Bus,0
2024-07-21,Assam,Others,0
2024-07-21,Bihar,2-Wheelers,90
2024-07-21,Bihar,3-Wheelers,16
2024-07-21,Bihar,4-Wheelers,12
2024-07-21,Bihar,Bus,0
2024-07-21,Bihar,Others,3
2024-07-21,Chandigarh,2-Wheelers,77
2024-07-21,Chandigarh,3-Wheelers,9
2024-07-21,Chandigarh,4-Wheelers,9
2024-07-21,Chandigarh,Bus,1
2024-07-21,Chandigarh,Others,5
2024-07-21,Chhattisgarh,2-Wheelers,0
2024-07-21,Chhattisgarh,3-Wheelers,25
2024-07-21,Chhattisgarh,4-Wheelers,11
2024-07-21,Chhattisgarh,Bus,0
2024-07-21,Chhattisgarh,Others,5
2024-07-21,Delhi,2-Wheelers,95
2024-07-21,Delhi,3-Wheelers,0
2024-07-21,Delhi,4-Wheelers,10
2024-07-21,Delhi,Bus,4
2024-07-21,Delhi,Others,4
2024-07-21,Goa,2-Wheelers,85
2024-07-21,Goa,3-Wheelers,10
2024-07-21,Goa,4-Wheelers,11
2024-07-21,Goa,Bus,2
2024-07-21,Goa,Others,0
2024-07-21,Gujarat,2-Wheelers,48
2024-07-21,Gujarat,3-Wheelers,39
2024-07-21,Gujarat,4-Wheelers,13
2024-07-21,Gujarat,Bus,5
2024-07-21,Gujarat,Others,5
2024-07-21,Haryana,2-Wheelers,65
2024-07-21,Haryana,3-Wheelers,0
2024-07-21,Haryana,4-Wheelers,10
2024-07-21,Haryana,Bus,0
2024-07-21,Haryana,Others,0
2024-07-21,Himachal Pradesh,2-Wheelers,50
2024-07-21,Himachal Pradesh,3-Wheelers,15
2024-07-21,Himachal Pradesh,4-Wheelers,18
2024-07-21,Himachal Pradesh,Bus,1
2024-07-21,Himachal Pradesh,Others,7
2024-07-21,Jharkhand,2-Wheelers,58
2024-07-21,Jharkhand,3-Wheelers,20
2024-07-21,Jharkhand,4-Wheelers,0
2024-07-21,Jharkhand,Bus,0
2024-07-21,Jharkhand,Others,4
2024-07-21,Karnataka,2-Wheelers,74
2024-07-21,Karnataka,3-Wheelers,22
2024-07-21,Karnataka,4-Wheelers,0
2024-07-21,Karnataka,Bus,6
2024-07-21,Karnataka,Others,0
2024-07-21,Kerala,2-Wheelers,63
2024-07-21,Kerala,3-Wheelers,16
2024-07-21,Kerala,4-Wheelers,17
2024-07-21,Kerala,Bus,0
2024-07-21,Kerala,Others,8
2024-07-21,Madhya Pradesh,2-Wheelers,0
2024-07-21,Madhya Pradesh,3-Wheelers,21
2024-07-21,Madhya Pradesh,4-Wheelers,6
2024-07-21,Madhya Pradesh,Bus,0
2024-07-21,Madhya Pradesh,Others,6
2024-07-21,Maharashtra,2-Wheelers,137
2024-07-21,Maharashtra,3-Wheelers,42
2024-07-21,Maharashtra,4-Wheelers,33
2024-07-21,Maharashtra,Bus,3
2024-07-21,Maharashtra,Others,15
2024-07-21,Manipur,2-Wheelers,62
2024-07-21,Manipur,3-Wheelers,23
2024-07-21,Manipur,4-Wheelers,0
2024-07-21,Manipur,Bus,2
2024-07-21,Manipur,Others,4
2024-07-21,Meghalaya,2-Wheelers,0
2024-07-21,Meghalaya,3-Wheelers,15
2024-07-21,Meghalaya,4-Wheelers,7
2024-07-21,Meghalaya,Bus,3
2024-07-21,Meghalaya,Others,0
2024-07-21,Mizoram,2-Wheelers,42
2024-07-21,Mizoram,3-Wheelers,0
2024-07-21,Mizoram,4-Wheelers,8
2024-07-21,Mizoram,Bus,0
2024-07-21,Mizoram,Others,8
2024-07-21,Nagaland,2-Wheelers,41
2024-07-21,Nagaland,3-Wheelers,13
2024-07-21,Nagaland,4-Wheelers,16
2024-07-21,Nagaland,Bus,0
2024-07-21,Nagaland,Others,5
2024-07-21,Odisha,2-Wheelers,49
2024-07-21,Odisha,3-Wheelers,14
2024-07-21,Odisha,4-Wheelers,0
2024-07-21,Odisha,Bus,2
2024-07-21,Odisha,Others,3
2024-07-21,Puducherry,2-Wheelers,77
2024-07-21,Puducherry,3-Wheelers,9
2024-07-21,Puducherry,4-Wheelers,0
2024-07-21,Puducherry,Bus,0
2024-07-21,Puducherry,Others,5
2024-07-21,Punjab,2-Wheelers,54
2024-07-21,Punjab,3-Wheelers,0
2024-07-21,Punjab,4-Wheelers,13
2024-07-21,Punjab,Bus,0
2024-07-21,Punjab,Others,4
2024-07-21,Rajasthan,2-Wheelers,74
2024-07-21,Rajasthan,3-Wheelers,0
2024-07-21,Rajasthan,4-Wheelers,11
2024-07-21,Rajasthan,Bus,3
2024-07-21,Rajasthan,Others,8
2024-07-21,Sikkim,2-Wheelers,42
2024-07-21,Sikkim,3-Wheelers,11
2024-07-21,Sikkim,4-Wheelers,13
2024-07-21,Sikkim,Bus,2
2024-07-21,Sikkim,Others,5
2024-07-21,Tamil Nadu,2-Wheelers,0
2024-07-21,Tamil Nadu,3-Wheelers,0
2024-07-21,Tamil Nadu,4-Wheelers,19
2024-07-21,Tamil Nadu,Bus,3
2024-07-21,Tamil Nadu,Others,14
2024-07-21,Telangana,2-Wheelers,78
2024-07-21,Telangana,3-Wheelers,26
2024-07-21,Telangana,4-Wheelers,13
2024-07-21,Telangana,Bus,1
2024-07-21,Telangana,Others,5
2024-07-21,Tripura,2-Wheelers,57
2024-07-21,Tripura,3-Wheelers,21
2024-07-21,Tripura,4-Wheelers,15
2024-07-21,Tripura,Bus,0
2024-07-21,Tripura,Others,4
2024-07-21,Uttar Pradesh,2-Wheelers,64
2024-07-21,Uttar Pradesh,3-Wheelers,0
2024-07-21,Uttar Pradesh,4-Wheelers,17
2024-07-21,Uttar Pradesh,Bus,4
2024-07-21,Uttar Pradesh,Others,0
2024-07-21,Uttarakhand,2-Wheelers,0
2024-07-21,Uttarakhand,3-Wheelers,0
2024-07-21,Uttarakhand,4-Wheelers,15
2024-07-21,Uttarakhand,Bus,2
2024-07-21,Uttarakhand,Others,4
2024-07-21,West Bengal,2-Wheelers,79
2024-07-21,West Bengal,3-Wheelers,10
2024-07-21,West Bengal,4-Wheelers,7
2024-07-21,West Bengal,Bus,3
2024-07-21,West Bengal,Others,8
2024-07-22,Andhra Pradesh,2-Wheelers,65
2024-07-22,Andhra Pradesh,3-Wheelers,0
2024-07-22,Andhra Pradesh,4-Wheelers,0
2024-07-22,Andhra Pradesh,Bus,2
2024-07-22,Andhra Pradesh,Others,7
2024-07-22,Arunachal Pradesh,2-Wheelers,65
2024-07-22,Arunachal Pradesh,3-Wheelers,0
2024-07-22,Arunachal Pradesh,4-Wheelers,10
2024-07-22,Arunachal Pradesh,Bus,3
2024-07-22,Arunachal Pradesh,Others,0
2024-07-22,Assam,2-Wheelers,32
2024-07-22,Assam,3-Wheelers,14
2024-07-22,Assam,4-Wheelers,12
2024-07-22,Assam,Bus,3
2024-07-22,Assam,Others,7
2024-07-22,Bihar,2-Wheelers,0
2024-07-22,Bihar,3-Wheelers,0
2024-07-22,Bihar,4-Wheelers,12
2024-07-22,Bihar,Bus,0
2024-07-22,Bihar,Others,5
2024-07-22,Chandigarh,2-Wheelers,56
2024-07-22,Chandigarh,3-Wheelers,18
2024-07-22,Chandigarh,4-Wheelers,15
2024-07-22,Chandigarh,Bus,2
2024-07-22,Chandigarh,Others,7
2024-07-22,Chhattisgarh,2-Wheelers,55
2024-07-22,Chhattisgarh,3-Wheelers,13
2024-07-22,Chhattisgarh,4-Wheelers,12
2024-07-22,Chhattisgarh,Bus,0
2024-07-22,Chhattisgarh,Others,7
2024-07-22,Delhi,2-Wheelers,42
2024-07-22,Delhi,3-Wheelers,27
2024-07-22,Delhi,4-Wheelers,0
2024-07-22,Delhi,Bus,4
2024-07-22,Delhi,Others,0
2024-07-22,Goa,2-Wheelers,58
2024-07-22,Goa,3-Wheelers,12
2024-07-22,Goa,4-Wheelers,0
2024-07-22,Goa,Bus,2
2024-07-22,Goa,Others,0
2024-07-22,Gujarat,2-Wheelers,102
2024-07-22,Gujarat,3-Wheelers,0
2024-07-22,Gujarat,4-Wheelers,0
2024-07-22,Gujarat,Bus,0
2024-07-22,Gujarat,Others,0
2024-07-22,Haryana,2-Wheelers,54
2024-07-22,Haryana,3-Wheelers,25
2024-07-22,Haryana,4-Wheelers,15
2024-07-22,Haryana,Bus,2
2024-07-22,Haryana,Others,0
2024-07-22,Himachal Pradesh,2-Wheelers,70
2024-07-22,Himachal Pradesh,3-Wheelers,0
2024-07-22,Himachal Pradesh,4-Wheelers,0
2024-07-22,Himachal Pradesh,Bus,1
2024-07-22,Himachal Pradesh,Others,5
2024-07-22,Jharkhand,2-Wheelers,44
2024-07-22,Jharkhand,3-Wheelers,16
2024-07-22,Jharkhand,4-Wheelers,15
2024-07-22,Jharkhand,Bus,1
2024-07-22,Jharkhand,Others,6
2024-07-22,Karnataka,2-Wheelers,0
2024-07-22,Karnataka,3-Wheelers,0
2024-07-22,Karnataka,4-Wheelers,25
2024-07-22,Karnataka,Bus,4
2024-07-22,Karnataka,Others,8
2024-07-22,Kerala,2-Wheelers,79
2024-07-22,Kerala,3-Wheelers,0
2024-07-22,Kerala,4-Wheelers,0
2024-07-22,Kerala,Bus,2
2024-07-22,Kerala,Others,7
2024-07-22,Madhya Pradesh,2-Wheelers,81
2024-07-22,Madhya Pradesh,3-Wheelers,12
2024-07-22,Madhya Pradesh,4-Wheelers,14
2024-07-22,Madhya Pradesh,Bus,0
2024-07-22,Madhya Pradesh,Others,7
2024-07-22,Maharashtra,2-Wheelers,0
2024-07-22,Maharashtra,3-Wheelers,0
2024-07-22,Maharashtra,4-Wheelers,24
2024-07-22,Maharashtra,Bus,0
2024-07-22,Maharashtra,Others,0
2024-07-22,Manipur,2-Wheelers,34
2024-07-22,Manipur,3-Wheelers,0
2024-07-22,Manipur,4-Wheelers,0
2024-07-22,Manipur,Bus,2
2024-07-22,Manipur,Others,8
2024-07-22,Meghalaya,2-Wheelers,74
2024-07-22,Meghalaya,3-Wheelers,0
2024-07-22,Meghalaya,4-Wheelers,12
2024-07-22,Meghalaya,Bus,0
2024-07-22,Meghalaya,Others,7
2024-07-22,Mizoram,2-Wheelers,32
2024-07-22,Mizoram,3-Wheelers,24
2024-07-22,Mizoram,4-Wheelers,0
2024-07-22,Mizoram,Bus,1
2024-07-22,Mizoram,Others,0
2024-07-22,Nagaland,2-Wheelers,54
2024-07-22,Nagaland,3-Wheelers,24
2024-07-22,Nagaland,4-Wheelers,17
2024-07-22,Nagaland,Bus,2
2024-07-22,Nagaland,Others,8
2024-07-22,Odisha,2-Wheelers,70
2024-07-22,Odisha,3-Wheelers,25
2024-07-22,Odisha,4-Wheelers,0
2024-07-22,Odisha,Bus,3
2024-07-22,Odisha,Others,0
